"CI Number"	"Name"	"CI Status"	"Type"	"Manufacturer"	"Model"	"Solution"	"Environnement"	"Server Role"	"Critical Level"	"Supported by company"	"Location (Full)"	"GxP Impact"	"Monitoring"	"Availability"	"PRA"	"Complexity/Application IT Criticity"	"SLA Uplift"	"Technical Support Group"	"Application Support Group"	"Maintenance Group"	"Maintenance Schedule"	
"SWSA37A"	"SWSA37A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V ST Lian Yun Gang"	"High"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD19#A"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSA37B"	"SWSA37B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V ST Lian Yun Gang"	"High"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD19#A"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSA38A"	"SWSA38A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V ST Lian Yun Gang"	"High"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD28"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSA38B"	"SWSA38B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V ST Lian Yun Gang"	"High"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD28"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSE14A"	"SWSE14A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Mumbai"	"High"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSE14B"	"SWSE14B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Mumbai"	"High"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSU65A"	"SWSU65A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Portage"	"High"	"Fujitsu"	"AMERICA/CANADA/PORTAGE LA PRAIRIE/[[MAIN GUARD HOUSE 1 & TRUCKS RECEPTION]]/[[I.T. ROOM]]/[[IT Rack 4]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSU65B"	"SWSU65B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Portage"	"High"	"Fujitsu"	"AMERICA/CANADA/PORTAGE LA PRAIRIE/[[MAIN GUARD HOUSE 1 & TRUCKS RECEPTION]]/[[I.T. ROOM]]/[[IT Rack 4]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSU70A"	"SWSU70A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Portage"	"High"	"Fujitsu"	"AMERICA/CANADA/PORTAGE LA PRAIRIE/[[ADMIN BUILDING]]/[[I.T. Room]]/[[[IT Rack 4]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWSU70B"	"SWSU70B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Portage"	"High"	"Fujitsu"	"AMERICA/CANADA/PORTAGE LA PRAIRIE/[[ADMIN BUILDING]]/[[I.T. Room]]/[[[IT Rack 4]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWTP98A"	"SWTP98A"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"ZABX"	"PRD"	"Primary ZABBIX Proxy server"	"Medium"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/CLU-GEO-118"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"Average"	"0"	"CORP_ISC_NIX"	""	"N/A - Not Applicable"	""	
"SWTP98A\Pacemaker"	"SWTP98A\Pacemaker"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/CLU-GEO-118"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_NIX"	""	""	""	
"SWTP98A\Zabbix 5.4.8"	"SWTP98A\Zabbix 5.4.8"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/CLU-GEO-118"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_EM"	""	""	""	
"SWTP99A"	"SWTP99A"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"ZABX"	"PRD"	"Secondary ZABBIX Proxy server"	"Medium"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/CLU-GEO-118"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"Average"	"0"	"CORP_ISC_NIX"	""	"N/A - Not Applicable"	""	
"SWTP99A\Pacemaker"	"SWTP99A\Pacemaker"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/CLU-GEO-118"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_NIX"	""	""	""	
"SWTP99A\Zabbix 5.4.8"	"SWTP99A\Zabbix 5.4.8"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"ZABX"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/CLU-GEO-118"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_EM"	""	""	""	
"SWU200A"	"SWU200A"	"In production"	"SAN SWITCH"	"Hewlett Packard"	"BLADE PROLIANT BLC VC Flexfabric 10gB/24port 571956-B21"	"GIGA"	"PRD"	"-"	"High"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D25"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWU200B"	"SWU200B"	"In production"	"SAN SWITCH"	"Hewlett Packard"	"BLADE PROLIANT BLC VC Flexfabric 10gB/24port 571956-B21"	"GIGA"	"PRD"	"-"	"High"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D25"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWU200D-A"	"SWU200D-A"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6454 Fabric Interconnect"	"UCS_"	"PRD"	"UCS Fabric Interconnect - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D12"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWU200D-B"	"SWU200D-B"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6454 Fabric Interconnect"	"UCS_"	"PRD"	"UCS Fabric Interconnect - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D12"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWU200H-A"	"SWU200H-A"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6332 Fabric Interconnect"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D23"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWU200H-B"	"SWU200H-B"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6332 Fabric Interconnect"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D23"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWU235D-A"	"SWU235D-A"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6454 Fabric Interconnect"	"UCS_"	"PRD"	"UCS Fabric Interconnect - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P12"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWU235D-B"	"SWU235D-B"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6454 Fabric Interconnect"	"UCS_"	"PRD"	"UCS Fabric Interconnect - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P12"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"1"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWU235H-A"	"SWU235H-A"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6332 Fabric Interconnect"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWU235H-B"	"SWU235H-B"	"In production"	"SAN SWITCH"	"Cisco"	"UCS 6332 Fabric Interconnect"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"1"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWX981A"	"SWX981A"	"In production"	"SWITCH"	""	"Switch Stack"	"GIGA"	"PRD"	"GIGA - Core and User Switch"	"High"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWX981A-1"	"SWX981A"	"In production"	"SWITCH"	"Cisco"	"C9200L-48P-4X"	"GIGA"	"PRD"	"GIGA - Core and User Switch"	"High"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix (SWX981A)"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWX981A-2"	"SWX981A"	"In production"	"SWITCH"	"Cisco"	"C9200L-48P-4X"	"GIGA"	"PRD"	"GIGA - Core and User Switch"	"High"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix (SWX981A)"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWX982A"	"SWX982A"	"In production"	"SWITCH"	""	"Switch Stack"	"GIGA"	"PRD"	"GIGA - Core and User Switch"	"High"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWX982A-1"	"SWX982A"	"In production"	"SWITCH"	"Cisco"	"C9200L-48P-4X"	"GIGA"	"PRD"	"GIGA - Core and User Switch"	"High"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix (SWX982A)"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWX982A-2"	"SWX982A"	"In production"	"SWITCH"	"Cisco"	"C9200L-48P-4X"	"GIGA"	"PRD"	"GIGA - Core and User Switch"	"High"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix (SWX982A)"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWXU10A"	"SWXU10A"	"In production"	"SWITCH"	"Cisco"	"WS-C2960X-24PS"	"GIGA"	"PRD"	""	"High"	"Fujitsu"	"AMERICA/USA/GENEVA/[[GENEVA LAB EXTENSION]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWXU10B"	"SWXU10B"	"In production"	"SWITCH"	"Cisco"	"WS-C2960X-24PS"	"GIGA"	"PRD"	""	"High"	"Fujitsu"	"AMERICA/USA/GENEVA/[[GENEVA LAB EXTENSION]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SXTP98A"	"SXTP98A"	"Ready for Deployment"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"ZABX"	"INT"	"Zabbix Test Server"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM"	"0"	"Zabbix"	"AVAIL2 - 24/5"	"O3"	"Low"	"0"	"CORP_ISC_NIX"	""	"N/A - Not Applicable"	""	
"SYAD01A"	"SYAD01A"	"Ready for Deployment"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"ESOC"	"KLIF"	"POC DEPP2"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"SYAD02A"	"SYAD02A"	"Ready for Deployment"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"ESOC"	"KLIF"	"POC DEPP2"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	""	"W2A - Non Prod without specific procedure"	""	
"SYAD03A"	"SYAD03A"	"Ready for Deployment"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"ESOC"	"KLIF"	"POC DEPP2"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	""	"W2A - Non Prod without specific procedure"	""	
"SYAP01A"	"SYAP01A"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"AZUR"	"PRD"	"CI/CD Linux for docker"	"Low"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	""	"W3B - Prod patched during week-end"	""	
"SYAP02A"	"SYAP02A"	"In production"	"CLOUD SERVER"	"Roquette"	"AZURE Virtual Server"	"NEMO"	"PRD SOON"	"LibreNMS for Config Backup of Network Devices (e.g. Switches , Firewall and WLC)"	"Medium"	"Fujitsu"	"EUROPE/AZURE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"A0"	"Average"	"0"	"CORP_ISC_NIX"	""	"W3C - Prod which patched on Sunday"	""	
"T201V002"	"T201V002"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/ITALY/CASSANO SPINOLA/UFFICI TECNICI/P 2"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T201V003"	"T201V003"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/ITALY/CASSANO SPINOLA"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T202V001"	"T202V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T202V002"	"T202V002"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T202V003"	"T202V003"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	"-"	"Low"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T210V007"	"T210V007"	"In production"	"VCNF"	"Poly"	"Studio X30"	"VCNF"	"PRD"	"Teams"	"Low"	"Fujitsu"	"AMERICA/USA/KEOKUK/PLANT OFFICES"	"0"	"No"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T242V001"	"T242V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/JAPAN/OSAKA"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T243V001"	"T243V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T243V002"	"T243V002"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T243V003"	"T243V003"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T243V004"	"T243V004"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T243V005"	"T243V005"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T244V001"	"T244V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/WUHAN"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T244V001_V"	"T244V001_V"	"In production"	"VCNF"	"Poly"	"Polycom Trio Visual"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/WUHAN"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T253V001"	"T253V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/BJ OFFICE/RSS"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T253V001_V"	"T253V001_V"	"In production"	"VCNF"	"Poly"	"Polycom Trio Visual"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/BJ OFFICE/RSS"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T254V001"	"T254V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/GZ OFFICE/RSS"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T254V001_V"	"T254V001_V"	"In production"	"VCNF"	"Poly"	"Polycom Trio Visual"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/GZ OFFICE/RSS"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T260V001"	"T260V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T260V001_V"	"T260V001_V"	"In production"	"VCNF"	"Poly"	"Polycom Trio Visual"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT/BLD19#A"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T273V001"	"T273V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T273V001_V"	"T273V001_V"	"In production"	"VCNF"	"Poly"	"Polycom Trio Visual"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T274V001"	"T274V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"INDIA/INDIA/PANTNAGAR"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T287V001"	"T287V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE R&D"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T287V002"	"T287V002"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE R&D"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T287V003"	"T287V003"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE R&D"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T287V003_V"	"T287V003_V"	"In production"	"VCNF"	"Poly"	"Polycom Trio Visual"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE R&D"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T287V004"	"T287V004"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE R&D"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T287V004_V"	"T287V004_V"	"In production"	"VCNF"	"Poly"	"Polycom Trio Visual"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE R&D"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"T294V001"	"T294V001"	"In production"	"VCNF"	"Poly"	"Polycom Trio 8800"	"VCNF"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/CANADA/PORTAGE LA PRAIRIE/[[ADMIN BUILDING]]"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
